name,url,category,chemistry,chemistry html,IMA Symbol,Strunz class,crystal system,crystal class,crystal class symbol,H-M symbol,color,cleavage,mohs,streak,gravity,luster,habit,varieties,summary
Alamosite,https://en.wikipedia.org/wiki/Alamosite,Inosilicates,Pb12Si12O36,Pb<sub>12</sub>Si<sub>12</sub>O<sub>36</sub>,Aam,9.DO.20,Monoclinic,Prismatic,2/m,2/m,Colorless,{010} perfect,4.5,White,6.49,Adamantine,,,"Alamosite (Pb12Si12O36) is a colorless silicate mineral named after the place where it was discovered, Álamos, Sonora, Mexico.  It is a rare secondary mineral occurring in the oxidized zones of lead-rich deposits. For example, the infobox picture shows its association with black leadhillite."
Alarsite,https://en.wikipedia.org/wiki/Alarsite,Mineral,,,Ars,,trigonal,aluminium arsenate,,,,,5-5.5,,3.32.,vitreous luster,,,"Alarsite (AlAsO4) is an aluminium arsenate mineral with its name derived from its composition: aluminium and arsenate. It occurs as brittle subhedral grains which exhibit trigonal symmetry. It has a Mohs hardness of 5-5.5 and a specific gravity of 3.32. It is semitransparent, colorless with pale yellow tints and shows a vitreous luster. It is optically uniaxial (+) with refractive indices of nω = 1.596 and nε = 1.608."
Albite,https://en.wikipedia.org/wiki/Albite,"plagioclase, feldspar, tectosilicate",NaAlSi3O8 or Na1.0–0.9Ca0.0–0.1Al1.0–1.1Si3.0–2.9O8,NaAlSi<span>8</sub></span>,Ab,9.FA.35,Triclinic,Pinacoidal,1,1,"White to gray, blueish, greenish, reddish; may be chatoyant","Perfect on {001}, very good on {010}, imperfect on {110}",6–6.5,White,2.60–2.65,"Vitreous, typically pearly on cleavages","Crystals commonly tabular, divergent aggregates, granular, cleavable massive",,"Albite is a plagioclase feldspar mineral. It is the sodium endmember of the plagioclase solid solution series. It represents a plagioclase with less than 10% anorthite content. The pure albite endmember has the formula NaAlSi3O8. It is a tectosilicate. Its color is usually pure white, hence its name from Latin, albus. It is a common constituent in felsic rocks."
Albrechtschraufite,https://en.wikipedia.org/wiki/Albrechtschraufite,,,,,,,,,,,,,,,,,,"Albrechtschraufite (IMA symbol: Asf) is a very rare complex hydrated calcium and magnesium-bearing uranyl fluoride carbonate mineral with formula Ca4Mg(UO2)2(CO3)6F2·17H2O. Its molar weight is 1,428.98 g, color yellow-green, streak white, density 2.6 g/cm3, Mohs hardness 2-3, and luster is vitreous (glassy). It is named after Albrecht Schrauf (1837–1897), Professor of Mineralogy, University of Vienna. Its type locality is Jáchymov, Jáchymov District, Krušné Hory Mountains, Karlovy Vary Region, Bohemia, Czech Republic."
Aldermanite,https://en.wikipedia.org/wiki/Aldermanite,Phosphate minerals,"[Mg(H2O)6][Na(H2O)2Al3(PO4)2(OH,F)6 · H2O","[Mg(H<sub>2</sub>O)<sub>6</sub>][Na(H<sub>2</sub>O)<sub>2</sub>Al<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH,F)<sub>6</sub>·H<sub>2</sub>O",Adm,,Monoclinic,2/m - Prismatic,,,Colorless,,2,,,"Sub-vitreous, pearly",,,"Aldermanite is a rare hydrated phosphate mineral with formula Mg5Al12(PO4)8(OH)22·32H2O. It is named after Arthur Richard Alderman (1901–1980), Professor of Geology and Mineralogy, University of Adelaide. Its type locality is Moculta Phosphate Quarry (Klemm's Quarry), Angaston, Barossa Valley, North Mount Lofty Ranges, Mount Lofty Ranges, South Australia, Australia."
Aleksite,https://en.wikipedia.org/wiki/Aleksite,sulfosalt mineral,PbBi2Te2S2,PbBi2Te2S2,,,Trigonal,3m,,,,,2.5,pale green,7.80,metallic,,,Aleksite (IMA symbol: Alk) is a rare lead bismuth tellurium sulfosalt mineral with formula PbBi2Te2S2.
Alforsite,https://en.wikipedia.org/wiki/Alforsite,Phosphate minerals Apatite group,Ba5(PO4)3Cl,Ba<sub>5</sub>(PO<sub>4</sub>)<sub>3</sub>Cl,Afr,8.BN.05,Hexagonal,Dipyramidal,6/m,6/m,Colorless,,5,White,4.73 - 4.80,Vitreous,"Subhedral, fine grained masses",,"Alforsite is a barium phosphate chloride mineral with formula: Ba5(PO4)3Cl.  It was discovered in 1981, and named to honor geologist John T. Alfors (1930–2005) of the California Geological Survey  for his work in the area where it was discovered."
Algodonite,https://en.wikipedia.org/wiki/Algodonite,Sulfide mineral,Cu6As,Cu<sub>6</sub>As,Ago,2.AA.10a,Hexagonal,Dihexagonal dipyramidal,6/mmm,6/m 2/m 2/m,"Gray, silver white, steel gray, tarnishes dull bronze",,4,,"8.38 (measured), 8.72 (calculated)",Metallic,"Massive, granular. Common texture observed in granite and other igneous rock",,Algodonite is a copper arsenide mineral with formula: Cu6As. It is a gray white metallic mineral crystallizing in the hexagonal system. It has a Mohs hardness of 4 and a specific gravity of 8.38 - 8.72.
Aliettite,https://en.wikipedia.org/wiki/Aliettite,Phyllosilicates,,,Ali,9.EC.60,Hexagonal,Unknown space group,,,"Colorless, pale yellow or green.",,1–2,White,,Earthy (dull),Platy,,"Aliettite is a complex phyllosilicate mineral of the smectite group with a formula of (Ca0.2Mg6(Si,Al)8O20(OH)4·4H2O) or [Mg3Si4O10(OH)2](Ca0.5,Na)0.33(Al,Mg,Fe2+)2-3(Si,Al)4O10(OH)2·n(H2O)."
Allabogdanite,https://en.wikipedia.org/wiki/Allabogdanite,Phosphide mineral,"(Fe,Ni)2P","(Fe,Ni)<sub>2</sub>P",Abg,1.BD.15,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,Light straw-yellow,,5-6,,7.11,Metallic,Minute exolution laminae in plessite,,"Allabogdanite is a very rare phosphide mineral with the chemical formula (Fe,Ni)2P, found in 1994 in a meteorite. It was described for an occurrence in the Onello meteorite in the Onello River basin, Sakha Republic; Yakutia, Russia; associated with taenite, schreibersite,	kamacite, graphite and awaruite. It was named for Russian geologist Alla Bogdanova."
Allactite,https://en.wikipedia.org/wiki/Allactite,Arsenate mineral,Mn7(AsO4)2(OH)8,Mn<sub>7</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>8</sub>,Ala,8.BE.30,Monoclinic,Prismatic,2/m,2/m,"Brown, dark to light purplish red, brownish red, colorless to white","Distinct, {001}",4.5,Gray to faint brown,"3.83 (meas.), 3.94 (calc.)","Vitreous, slightly greasy on fracture surfaces","Elongated prisms, bladed, tabular, rosette-like aggregates",,"Allactite is a rare arsenate mineral of metamorphosed manganese zinc ore deposits. It is found in Sweden and New Jersey, US. Its name originated from Greek αλλάκτειν (allaktein) meaning ""to change"", referring to the strong pleochroism of the mineral."
Allanite,https://en.wikipedia.org/wiki/Allanite,Sorosilicates,"(Ce,Ca,Y,La)2(Al,Fe+3)3(SiO4)3(OH)","(Ce,Ca,Y,La)<sub>2</sub>(Al,Fe<sup>+3</sup>)<sub>3</sub>(SiO<sub>4</sub>)<sub>3</sub>(OH)",Aln,9.BG.05b,Monoclinic,Prismatic,2/m,2/m,Brown to black,Imperfect to poor,5.5–6,Grey,3.5–4.2,"Vitreous, resinous to submetallic","Crystals tabular, prismatic to acicular; granular, massive; commonly metamict",,"Allanite (also called orthite) is a sorosilicate group of minerals within the broader epidote group that contain a significant amount of rare-earth elements. The mineral occurs mainly in metamorphosed clay-rich sediments and felsic igneous rocks. It has the general formula A2M3Si3O12[OH], where the A sites can contain large cations such as Ca2+, Sr2+, and rare-earth elements, and the M sites admit Al3+, Fe3+, Mn3+, Fe2+, or Mg2+ among others. However, a large amount of additional elements, including Th, U, Be, Zr, P, Ba, Cr and others may be present in the mineral. The International Mineralogical Association lists four minerals in the allanite group, each recognized as a unique mineral: allanite-(Ce), allanite-(La), allanite-(Nd), and allanite-(Y), depending on the dominant rare earth present: cerium, lanthanum, neodymium or yttrium."
Allanpringite,https://en.wikipedia.org/wiki/Allanpringite,Phosphate mineral,Fe3+3(PO4)2(OH)3·5H2O,Fe<sup>3+</sup><sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>3</sub>·5H<sub>2</sub>O,Apg,8.DC.50,Monoclinic,Prismatic,2/m,2/m,Pale brownish yellow,"{hk0} perfect, {010} good",3,Pale yellowish white,"2.54 (meas.), 2.583 (calc.)",Vitreous,Acicular,,"Allanpringite is a phosphate mineral named after Australian mineralogist Allan Pring of the South Australian Museum. Allanpringite is a Fe3+ analogue Al-phosphate mineral wavellite, but it has a different crystal symmetry – monoclinic instead of orthorhombic in wavellite. It forms needle-like crystals, which are always twinned and form parallel bundles up to about 2 mm long. They are often found in association with other iron phosphates in abandoned iron mines."
Allargentum,https://en.wikipedia.org/wiki/Allargentum,Sulfide mineral,Ag1−xSbx,Ag<sub>1−x</sub>Sb<sub>x</sub>,All,2.AA.30,Hexagonal,Dihexagonal dipyramidal,6/mmm,6/m 2/m 2/m,Silver gray,,4,,"10.0 (meas.), 10.12 (calc.)",Metallic,,,"Allargentum is a mineral from the class of antimonides, superclass of sulfides and sulfosalts (sometimes ascribed to the natural elements and alloys class), with formula written as Ag1−xSbx, where x = 0.09–0.16. This moderately rare mineral is found in silver ores and is therefore named from the Greek ἄλλος (allos, ""another"") and the Latin argentum (""silver""). Its Vickers hardness is 172–203."
Alleghanyite,https://en.wikipedia.org/wiki/Alleghanyite,Nesosilicates Humite group,Mn5(SiO4)2(OH)2,Mn<sub>5</sub>(SiO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>,Alh,9.AF.45,Monoclinic,Prismatic,2/m,2/m,"Brown, bright pink, grayish pink, white",None,5–6,,"4 (meas.), 4.11 (calc.)",Vitreous,Granular; anhedral to subhedral crystals in matrix,,"Alleghanyite is a moderately rare humite mineral with formula Mn5(SiO4)2(OH)2, belonging to the nesosilicates class. In general its occurrences are related with metamorphic (metamorphosed) manganese deposits. The mineral is named after Alleghany County, North Carolina, US."
Alloclasite,https://en.wikipedia.org/wiki/Alloclasite,,,,,,,,,,,,,,,,,,"Alloclasite ((Co,Fe)AsS) is a sulfosalt mineral (IMA symbol: Acl). It is a member of the arsenopyrite group. Alloclasite crystallizes in the monoclinic system and typically forms as columnar to radiating acicular prismatic clusters. It is an opaque steel-gray to silver-white, with a metallic luster and a black streak. It is brittle with perfect cleavage, a Mohs hardness of 5 and a specific gravity of 5.91–5.95."
Alluaivite,https://en.wikipedia.org/wiki/Alluaivite,"Silicate mineral, Cyclosilicate","Na19(Ca,Mn)6(Ti,Nb)3Si26O74Cl·2H2O",Na<sub>74</sub>Cl·2H<sub>2</sub>O,Aav,9.CO.10,Trigonal,Hexagonal scalenohedral,3m,3 2/m,Colorless to weak brownish pink,None,5-6,White,,Vitreous,irregular accumulations,,"Alluaivite is a rare mineral of the eudialyte group, with complex formula written as Na19(Ca,Mn)6(Ti,Nb)3Si26O74Cl·2H2O. It is unique among the eudialyte group as the only titanosilicate (other representatives of the group are usually zirconosilicates). The two dual-nature minerals of the group, being both titano- and zirconosilicates, are labyrinthite and dualite. They both contain alluaivite module in their structures. Alluaivite is named after Mt. Alluaiv in Lovozero Tundry massif, Kola Peninsula, Russia, where it is found in ultra-agpaitic, hyperalkaline pegmatites."
Alluaudite,https://en.wikipedia.org/wiki/Alluaudite,Phosphate minerals,"(Na,Ca)Mn2+(Fe3+,Mn2+,Fe2+,Mg)2(PO4)3","(Na,Ca)Mn<sup>3</sub>",Ald,8.AC.10,Monoclinic,Prismatic,2/m,2/m,"Dirty yellow to brownish yellow, grayish green; superficially dull greenish black, brownish black, black, when altered","Distinct/ good on {100} and {010}, good on {110}",5 - 5.5,Brownish yellow,3.4 - 3.5,,"Platy to radiating fibrous, nodular, granular, massive",,"Alluaudite is a relatively common alkaline manganese iron phosphate mineral with the chemical formula (Na,Ca)Mn2+(Fe3+,Mn2+,Fe2+,Mg)2(PO4)3. It occurs as metasomatic replacement in granitic pegmatites and within phosphatic nodules in shales."
Almandine,https://en.wikipedia.org/wiki/Almandine,Nesosilicate,Fe2+3Al2Si3O12,Fe<sup>2+</sup><sub>3</sub>Al<sub>2</sub>Si<sub>3</sub>O<sub>12</sub>,Alm,9.AD.25,Cubic,Hexoctahedral,m3m,4/m 3 2/m,"reddish orange to red, slightly purplish red to reddish purple and usually dark in tone",none,7 - 7.5,white,"4.05 (+.25, -.12)",greasy to vitreous,,,"Almandine (/ˈælməndɪn/), also known as almandite, is a species of mineral belonging to the garnet group. The name is a corruption of alabandicus, which is the name applied by Pliny the Elder to a stone found or worked at Alabanda, a town in Caria in Asia Minor. Almandine is an iron alumina garnet, of deep red color, inclining to purple. It is frequently cut with a convex face, or en cabochon, and is then known as carbuncle. Viewed through the spectroscope in a strong light, it generally shows three characteristic absorption bands."
Almarudite,https://en.wikipedia.org/wiki/Almarudite,,,,,,,,,,,,,,,,,,"Almarudite (IMA symbol: Alr) is an extremely rare alkaline manganese beryllium silicate mineral of the cyclosilicates (ring silicates) class, with the chemical formula K([ ],Na)2(Mn2+,Fe2+,Mg)2(Be,Al)3[Si12O30], from the volcanic environment of the Eifel Mountains in Germany."
Alsakharovite-Zn,https://en.wikipedia.org/wiki/Alsakharovite-Zn,,,,,,,,,,,,,,,,,,"Alsakharovite-Zn (IMA symbol: Ask-Zn) is an extremely rare alkaline strontium zinc titanium silicate mineral from the cyclosilicates class, with the chemical formula NaSrKZn(Ti,Nb)4(Si4O12)2(O,OH)4·7H2O, from alkaline pegmatites. It belongs to the labuntsovite group."
Alstonite,https://en.wikipedia.org/wiki/Alstonite,Carbonate mineral,BaCa(CO3)2,BaCa(CO<sub>3</sub>)<sub>2</sub>,Asn,5.AB.35,Triclinic,Unknown space group,,,,Imperfect on pseudo-orthorhombic {110},4 to 4.5,White,3.70,,"Steep pseudohexagonal dipyramids, pseudo-orthorhombic",,"Alstonite, also known as bromlite, is a low temperature hydrothermal mineral that is a rare double carbonate of calcium and barium with the formula BaCa(CO3)2, sometimes with some strontium. Barytocalcite and paralstonite have the same formula but different structures, so these three minerals are said to be trimorphous. Alstonite is triclinic but barytocalcite is monoclinic and paralstonite is trigonal. The species was named Bromlite by Thomas Thomson in 1837 after the Bromley-Hill mine, and alstonite by August Breithaupt of the Freiberg Mining Academy in 1841, after Alston, Cumbria, the base of operations of the mineral dealer from whom the first samples were obtained by Thomson in 1834. Both of these names have been in common use."
Altaite,https://en.wikipedia.org/wiki/Altaite,Telluride mineral,PbTe,PbTe,Alt,2.CD.10,Isometric,Hexoctahedral,m3m,4/m 3 2/m,tin white to yellowish white; tarnishing to bronze yellow,perfect in three directions forming cubes,2.5 - 3,Black,8.2 - 8.3,metallic,include cubic and octahedral crystals; but much more commonly found in massive and granular forms,,"Altaite, or lead telluride, is a yellowish white mineral with an isometric crystal structure. Altaite is in the galena group of minerals as it shares many of properties of galena. Altaite has an unusually high density for a light-colored mineral. Altaite and other rare tellurides are classified in the sulfide mineral class (Dana classification)."
Althausite,https://en.wikipedia.org/wiki/Althausite,Phosphate minerals,"Mg2(PO4)(OH,F)","Mg<sub>2</sub>(PO<sub>4</sub>)(OH,F)",Ahs,8.BB.25,Orthorhombic,Dipyramidal,mmm,2/m 2/m 2/m,,,,,,,,,"Althausite is a relatively simple magnesium phosphate mineral with formula Mg2(PO4)(OH,F). It is very rare. Original occurrences are magnesite deposits among serpentinites. It is named after Egon Althaus (born 1933), a mineralogist at the University of Karlsruhe, Germany."
Althupite,https://en.wikipedia.org/wiki/Althupite,,,,,,,,,,,,,,,,,,"Althupite (IMA symbol: Ahp) is a rare aluminium thorium uranyl phosphate mineral with complex formula written as AlTh(UO2)7(PO4)4O2(OH)5·15H2O, from a granitic pegmatite. It is named after its composition (ALuminium, THorium, Uranium, and Phosphorus)."
Altisite,https://en.wikipedia.org/wiki/Altisite,,,,,,,,,,,,,,,,,,"Altisite (IMA symbol: Ati) is an exceedingly rare alkaline titanium aluminosilicate chloride mineral with formula Na3K6Ti2Al2Si8O26Cl3, from alkaline pegmatites. It is named after its composition (ALuminium, TItanium, and SIlicon)."
Alum-(K),https://en.wikipedia.org/wiki/Alum-(K),Sulfate mineral,KAl(SO4)2·12(H2O),KAl(SO<sub>4</sub>)<sub>2</sub>·12(H<sub>2</sub>O),Aum-K,7.CC.20,Cubic,Diploidal,m3,2/m 3,"Colorless, white",On {111} indistinct,2-2.5,,1.757,Vitreous,"Stalactitic, columnar, granular, massive efflorescences; rare as small octahedral crystals",,Alum-(K) is a hydrous potassium aluminium sulfate mineral with formula KAl(SO4)2·12(H2O). It is the mineral form of potassium alum and is referred to as potassium alum in older sources. It is a member of the alum group.
Aluminite,https://en.wikipedia.org/wiki/Aluminite,Sulfate mineral,Al2SO4(OH)4·7H2O,Al<sub>2</sub>SO<sub>4</sub>(OH)<sub>4</sub>·7H<sub>2</sub>O,A,7.DC.05,Monoclinic,Prismatic,2/m,2/m,White to grayish white,None,1 - 2,White,1.66–1.82,Dull to earthy,Needles and fibrous masses,,Aluminite is a hydrous aluminium sulfate mineral with formula: Al2SO4(OH)4·7H2O. It is an earthy white to gray-white monoclinic mineral which almost never exhibits crystal form. It forms botryoidal to mammillary clay-like masses. It has a very soft Mohs hardness of 1–2 and a specific gravity of 1.66–1.82.
Aluminium,https://en.wikipedia.org/wiki/Aluminium,,,,,,,,,,,,2.75 ,,,,,,
Alunite,https://en.wikipedia.org/wiki/Alunite,Sulfate minerals,KAl3(SO4)2(OH)6,KAl<sub>3</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,Alu,7.BC.10,Trigonal,Hexagonal scalenohedral (3m) Space group: (3 2/m),,,"Yellow, red, to reddish brown, colorless if pure; may be white, pale shades of gray","On {0001}, perfect",3.5 – 4,White,2.6 – 2.9,"Vitreous, somewhat pearly on {0001} for crystals, earthy if massive","fibrous to columnar, porcelaneous, commonly granular to dense massive",,"Alunite is a hydroxylated aluminium potassium sulfate mineral, formula KAl3(SO4)2(OH)6.  It was first observed in the 15th century at Tolfa, near Rome, where it was mined for the manufacture of alum. First called aluminilite by J.C. Delamétherie in 1797, this name was contracted by François Beudant three decades later to alunite."
Alunogen,https://en.wikipedia.org/wiki/Alunogen,Sulfate minerals,Al2(SO4)3·17H2O,Al<sub>2</sub>(SO<sub>4</sub>)<sub>3</sub>·17H<sub>2</sub>O,Alg,7.CB.45,Triclinic,Pinacoidal,1,1,,"Perfect on {010}, probable on {100} and {313}",1.5 -2,,1.72 - 1.77,,"Platy to prismatic crystals rare, fibrous masses, crusts, and efflorescences",,"Alunogen (from French alun, “alum”), also called feather alum and hair salt is a colourless to white (although often coloured by impurities, such as iron substituting for aluminium) fibrous to needle-like aluminium sulfate mineral. It has the chemical formula Al2(SO4)3·17H2O."
Amakinite,https://en.wikipedia.org/wiki/Amakinite,,,,,,,,,,,,,,,,,,"Amakinite (IMA symbol: Amk) is a semi transparent yellow-green hydroxide mineral belonging to the brucite group that was discovered in 1962. Its chemical formula is written as (Fe2+,Mg)(OH)2. It usually occurs in the form of splotchy, anhedral crystals forming within a group or structure in other minerals or rocks, such as kimberlite (occurring in diamond-rich eruptive pipe). Its composition is as follows:[citation needed]"
